ticker,yahoo_ticker,country,company,sector
SODER,SODER.ST,Sweden,Söder Sportfiske,
TAALA,TAALA.HE,Finland,Taaleri,
TAGM B,TAGM-B.ST,Sweden,TagMaster,
TNOM,TNOM.HE,Finland,Talenom,
TALK,TALK.ST,Sweden,Talkpool,
TALLINK,TALLINK.HE,Finland,Tallink Grupp,
TAMTRON,TAMTRON.HE,Finland,Tamtron,
TANGI,TANGI.ST,Sweden,Tangiamo Touch,
TCC A,TCC-A.ST,Sweden,TCECUR,
TCM,TCM.CO,Denmark,TCM Group,
SX101020PI,SX101020PI.ST,Sweden,Technology Hardware,
TECH,TECH.OL,Norway,Techstep,
TEM1V,TEM1V.HE,Finland,Tecnotree,
TEKNA,TEKNA.OL,Norway,Tekna Holding,
TEKOVA,TEKOVA.HE,Finland,Tekova,
TEL2 A,TEL2-A.ST,Sweden,Tele2 A,
TEL2 B,TEL2-B.ST,Sweden,Tele2 B,
SX151010PI,SX151010PI.ST,Sweden,Telecom Equipment,
SX151020PI,SX151020PI.ST,Sweden,Telecom Service Providers,
TEL,TEL.OL,Norway,Telenor,
TLT1V,TLT1V.HE,Finland,Teleste,
TELIA,TELIA.ST,Sweden,Telia Company,
TELIA1,TELIA1.HE,Finland,Telia Company,
TELLUS,TELLUS.ST,Sweden,Tellusgruppen,
TSEC,TSEC.ST,Sweden,Tempest Security,
TENEO,TENEO.ST,Sweden,Teneo AI,
TEQ,TEQ.ST,Sweden,Teqnion,
TERRNT B,TERRNT-B.ST,Sweden,TerraNet,
TERNOR,TERNOR.ST,Sweden,Terranor Group,
TTALO,TTALO.HE,Finland,Terveystalo,
TESSIN,TESSIN.ST,Sweden,Tessin Nordic,
TFBANK,TFBANK.ST,Sweden,TF Bank,
TGS,TGS.OL,Norway,TGS,
KING,KING.OL,Norway,The Kingfish Company,
THINC,THINC.ST,Sweden,Thinc,
TRMED,TRMED.OL,Norway,Thor Medical,
THULE,THULE.ST,Sweden,Thule,
THUNDR,THUNDR.ST,Sweden,Thunderful,
TIETOS,TIETOS.ST,Sweden,TietoEVRY,
TIETO,TIETO.HE,Finland,TietoEVRY,
TIETO,TIETO.OL,Norway,TietoEVRY,
TPGR,TPGR.ST,Sweden,Time People Group,
TINDE,TINDE.OL,Norway,Tinde Sparebank,
TINGS A,TINGS-A.ST,Sweden,Tingsvalvet A,
TINGS B,TINGS-B.ST,Sweden,Tingsvalvet B,
TINGS PREF,TINGSPREF.ST,Sweden,Tingsvalvet Pref,
TITA B,TITA-B.ST,Sweden,Titania,
TITAN,TITAN.HE,Finland,Titanium,
TIV,TIV.CO,Denmark,Tivoli,
TOBII,TOBII.ST,Sweden,Tobii,
TOIVO,TOIVO.HE,Finland,Toivo Group,
TOKMAN,TOKMAN.HE,Finland,Tokmanni Group,
TOM,TOM.OL,Norway,Tomra Systems,
TRMD A,TRMD-A.CO,Denmark,TORM,
TOUCH,TOUCH.ST,Sweden,Touchtech,
TOURN,TOURN.ST,Sweden,Tourn,
TRAC B,TRAC-B.ST,Sweden,Traction,
TRAD,TRAD.ST,Sweden,TradeDoubler,
TRAIN B,TRAIN-B.ST,Sweden,Train Alliance,
TRH1V,TRH1V.HE,Finland,Trainers House,
TRML,TRML.ST,Sweden,Trainimal,
TRNSF,TRNSF.ST,Sweden,Transfer Group,
TRAN A,TRAN-A.ST,Sweden,Transferator A,
TRAN B,TRAN-B.ST,Sweden,Transferator B,
TIRO,TIRO.ST,Sweden,Transiro,
TRANS,TRANS.ST,Sweden,Transtema,
8TRA,8TRA.ST,Sweden,Traton,
SX4050PI,SX4050PI.ST,Sweden,Travel & Leisure,
TRE,TRE.OL,Norway,Treasure,
TREL B,TREL-B.ST,Sweden,Trelleborg,
TRIAN B,TRIAN-B.ST,Sweden,Trianon,
TRIBO B,TRIBO-B.ST,Sweden,Tribox Group,
TRIFOR,TRIFOR.CO,Denmark,Trifork,
TRIONA,TRIONA.ST,Sweden,Triona,
TROAX,TROAX.ST,Sweden,Troax Group,
TRSB,TRSB.OL,Norway,Trondelag Sparebank,
TGAMES,TGAMES.CO,Denmark,Trophy Games,
TRUE B,TRUE-B.ST,Sweden,Truecaller,
TRYG,TRYG.CO,Denmark,Tryg,
TULAV,TULAV.HE,Finland,Tulikivi,
TURA,TURA.ST,Sweden,Tura Group,
UIE,UIE.CO,Denmark,UIE,
UMIDA B,UMIDA-B.ST,Sweden,Umida,
UNIBAP,UNIBAP.ST,Sweden,Unibap Space Solutions,
UNITED,UNITED.HE,Finland,United Bankers,
UNLGRP,UNLGRP.CO,Denmark,Unlimit Group,
UTG,UTG.ST,Sweden,Unlimited Travel Group,
UPGRAD,UPGRAD.ST,Sweden,Upgrade Invest Nordic,
UPM,UPM.HE,Finland,UPM-Kymmene,
UPSALE,UPSALE.ST,Sweden,Upsales,
USWE,USWE.ST,Sweden,USWE Sports,
W5,W5.ST,Sweden,W5 Solutions,
VAIAS,VAIAS.HE,Finland,Vaisala,
WTW A,WTW-A.ST,Sweden,Wall to Wall,
WAWI,WAWI.OL,Norway,Wallenius Wilhelmsen,
WALL B,WALL-B.ST,Sweden,Wallenstam,
VALMT,VALMT.HE,Finland,Valmet,
VALUNO,VALUNO.ST,Sweden,Valuno Group,
VDI,VDI.OL,Norway,Vantage Drilling,
VAXXA,VAXXA.ST,Sweden,Vaxxa,
WAYS,WAYS.ST,Sweden,Waystream,
VBG B,VBG-B.ST,Sweden,VBG Group,
WRV,WRV.ST,Sweden,Webrock Ventures,
WSTEP,WSTEP.OL,Norway,Webstep,
VEFAB,VEFAB.ST,Sweden,VEF,
VEI,VEI.OL,Norway,Veidekke,
VEND,VEND.OL,Norway,Vend Marketplaces,
VTURA,VTURA.OL,Norway,Ventura Offshore,
VSURE,VSURE.ST,Sweden,Verisure,
VERK,VERK.HE,Finland,Verkkokauppa.com,
VERT B,VERT-B.ST,Sweden,Vertiseit,
VER,VER.ST,Sweden,Verve Group,
VWS,VWS.CO,Denmark,Vestas Wind Systems,
WEST,WEST.OL,Norway,Western Bulk Chartering,
WPAY,WPAY.ST,Sweden,Westpay,
VESTUM,VESTUM.ST,Sweden,Vestum,
VPAB B,VPAB-B.ST,Sweden,Veteranpoolen,
WETTERI,WETTERI.HE,Finland,Wetteri,
WPTG B,WPTG-B.ST,Sweden,White Pearl Technology,
WHITE B,WHITE-B.ST,Sweden,White Pebbles,
VIAFIN,VIAFIN.HE,Finland,Viafin Service,
VPLAY A,VPLAY-A.ST,Sweden,Viaplay A,
VPLAY B,VPLAY-B.ST,Sweden,Viaplay B,
VSD B,VSD-B.ST,Sweden,Vibrosense Dynamics,
VICO,VICO.ST,Sweden,Vicore Pharma,
VIDH,VIDH.ST,Sweden,Vidhance,
WIHL,WIHL.ST,Sweden,Wihlborgs Fastigheter,
VIK1V,VIK1V.HE,Finland,Viking Line,
VSSAB B,VSSAB-B.ST,Sweden,Viking Supply,
WWI,WWI.OL,Norway,Wilh. Wilhelmsen A,
WWIB,WWIB.OL,Norway,Wilh. Wilhelmsen B,
VIMAB,VIMAB.ST,Sweden,Vimab Group,
VIMIAN,VIMIAN.ST,Sweden,Vimian Group,
VINCIT,VINCIT.HE,Finland,Vincit,
WEG,WEG.ST,Sweden,Windon,
WMA,WMA.CO,Denmark,WindowMaster,
VIRO,VIRO.CO,Denmark,ViroGates,
WIRTEK,WIRTEK.CO,Denmark,WIRTEK,
WISE,WISE.ST,Sweden,Wise Group,
VISTN,VISTN.OL,Norway,Vistin Pharma,
VIT B,VIT-B.ST,Sweden,Vitec Software,
WITH,WITH.HE,Finland,WithSecure,
VITR,VITR.ST,Sweden,Vitrolife,
WITTED,WITTED.HE,Finland,Witted Megacorp,
VIVA,VIVA.ST,Sweden,Viva Wine,
VIVE,VIVE.ST,Sweden,Vivesto,
VNV,VNV.ST,Sweden,VNV Global,
VO2,VO2.ST,Sweden,Vo2 Cap,
VOLO,VOLO.ST,Sweden,Volati,
VOLO PREF,VOLOPREF.ST,Sweden,Volati Pref,
VOLV A,VOLV-A.ST,Sweden,Volvo A,
VOLV B,VOLV-B.ST,Sweden,Volvo B,
VOLCAR B,VOLCAR-B.ST,Sweden,Volvo Car,
WONDR,WONDR.ST,Sweden,Wonderboo,
WTG,WTG.ST,Sweden,Wonderful Times,
VVL,VVL.OL,Norway,Voss Veksel Landmandsbank,
VOW,VOW.OL,Norway,Vow,
WSG,WSG.ST,Sweden,WS WeSports,
WUF1V,WUF1V.HE,Finland,Wulff-Yhtiöt,
VUXEN,VUXEN.ST,Sweden,Vuxen Group,
WYLD,WYLD.ST,Sweden,Wyld Networks,
VAR,VAR.OL,Norway,Vår Energi,
WRT1V,WRT1V.HE,Finland,Wärtsilä,
WBGR B,WBGR-B.ST,Sweden,Wästbygg,
VH,VH.ST,Sweden,Västra Hamnen,
XANO B,XANO-B.ST,Sweden,XANO Industri,
XBRANE,XBRANE.ST,Sweden,Xbrane Biopharma,
XINT,XINT.ST,Sweden,Xintela,
XMR,XMR.ST,Sweden,XMReality,
XOM B,XOM-B.ST,Sweden,Xoma,
XPC,XPC.ST,Sweden,XP Chemistries,
XPLRA,XPLRA.OL,Norway,Xplora Technologies,
XSPRAY,XSPRAY.ST,Sweden,Xspray Pharma,
XVIVO,XVIVO.ST,Sweden,Xvivo Perfusion,
YAR,YAR.OL,Norway,Yara International,
YIT,YIT.HE,Finland,YIT Corporation,
YUBICO,YUBICO.ST,Sweden,Yubico,
ZAL,ZAL.OL,Norway,Zalaris,
ZAPLOX,ZAPLOX.ST,Sweden,Zaplox,
ZAP,ZAP.OL,Norway,Zaptec,
ZEAL,ZEAL.CO,Denmark,Zealand Pharma,
ZLNA,ZLNA.OL,Norway,Zelluna,
ZENZIP B,ZENZIP-B.ST,Sweden,Zenergy,
ZENI,ZENI.ST,Sweden,Zenicor Medical,
ZENA,ZENA.OL,Norway,Zenith Energy,
ZENA SDR,ZENASDR.ST,Sweden,Zenith Energy SDR,
ZZ B,ZZ-B.ST,Sweden,Zinzino,
ZOOM,ZOOM.ST,Sweden,Zoomability,
ALBAV,ALBAV.HE,Finland,Ålandsbanken A,
ALBBV,ALBBV.HE,Finland,Ålandsbanken B,
ORES,ORES.ST,Sweden,Öresund,
